filename,path,piece_id,makam,form,usul,title,composer,source_format,duration_quarters,n_notes,pitch_class_entropy,rhythmic_complexity,note_density,pitch_range,unique_pitch_count,phase_entropy,has_pitch_bend_or_perde
evic--rumeliturkusu--aksak--sabah_oldu--rumeli.mid,symbtr/evic--rumeliturkusu--aksak--sabah_oldu--rumeli.mid,evic--rumeliturkusu--aksak--sabah_oldu--rumeli,evic,rumeliturkusu,aksak,sabah_oldu,rumeli,midi,126.20833333333331,289,2.885986843645876,1.3329813382760265,2.2898646417959725,11.0,9.0,2.99227936720074,True
evic--rumeliturkusu--curcuna--calin_davullari--rumeli.mid,symbtr/evic--rumeliturkusu--curcuna--calin_davullari--rumeli.mid,evic--rumeliturkusu--curcuna--calin_davullari--rumeli,evic,rumeliturkusu,curcuna,calin_davullari,rumeli,midi,342.8125,889,2.895652088444424,1.7865617339761315,2.5932543299908843,11.0,9.0,2.999701062917218,True
evic--rumeliturkusu--sofyan--sahane_gozler--.mid,symbtr/evic--rumeliturkusu--sofyan--sahane_gozler--.mid,evic--rumeliturkusu--sofyan--sahane_gozler--,evic,rumeliturkusu,sofyan,sahane_gozler,,midi,157.05625,425,2.964242648862867,1.8291110833312976,2.7060368498547493,11.0,9.0,2.962491546034196,True
evic--sarki--agiraksak--bir_goren--ali_icinger.mid,symbtr/evic--sarki--agiraksak--bir_goren--ali_icinger.mid,evic--sarki--agiraksak--bir_goren--ali_icinger,evic,sarki,agiraksak,bir_goren,ali_icinger,midi,227.55625,523,3.189856134991036,0.8440464360866597,2.298332829794831,11.0,12.0,2.9929152252773523,True
evic--sarki--agiraksak--bir_sebeple--kazasker_mustafa_izzet_efendi.mid,symbtr/evic--sarki--agiraksak--bir_sebeple--kazasker_mustafa_izzet_efendi.mid,evic--sarki--agiraksak--bir_sebeple--kazasker_mustafa_izzet_efendi,evic,sarki,agiraksak,bir_sebeple,kazasker_mustafa_izzet_efendi,midi,209.9833333333333,627,2.9871125492207806,1.4943944739356516,2.9859512659734904,11.0,9.0,2.9859659188214134,True
evic--sarki--agiraksak--bulbul_asa--dellalzade_haci_ismail_efendi.mid,symbtr/evic--sarki--agiraksak--bulbul_asa--dellalzade_haci_ismail_efendi.mid,evic--sarki--agiraksak--bulbul_asa--dellalzade_haci_ismail_efendi,evic,sarki,agiraksak,bulbul_asa,dellalzade_haci_ismail_efendi,midi,179.91666666666666,494,2.9623745125468406,1.534305195759886,2.7457156090782773,11.0,9.0,2.975743893023914,True
evic--sarki--aksak--sen_boyle--omer_sami_gupgup.mid,symbtr/evic--sarki--aksak--sen_boyle--omer_sami_gupgup.mid,evic--sarki--aksak--sen_boyle--omer_sami_gupgup,evic,sarki,aksak,sen_boyle,omer_sami_gupgup,midi,276.81875,585,2.90135018115585,1.9491890238607632,2.113296154975051,11.0,10.0,2.970022373565576,True
evic--sarki--aksak--sevdim_bir_gonca-i_rana--dede_efendi.mid,symbtr/evic--sarki--aksak--sevdim_bir_gonca-i_rana--dede_efendi.mid,evic--sarki--aksak--sevdim_bir_gonca-i_rana--dede_efendi,evic,sarki,aksak,sevdim_bir_gonca-i_rana,dede_efendi,midi,130.26666666666668,432,2.918406972079421,1.6945832188020822,3.316274309109519,11.0,9.0,2.996618277127933,True
evic--sarki--aksaksemai--nazirin_yok--tanburi_cemil_bey.mid,symbtr/evic--sarki--aksaksemai--nazirin_yok--tanburi_cemil_bey.mid,evic--sarki--aksaksemai--nazirin_yok--tanburi_cemil_bey,evic,sarki,aksaksemai,nazirin_yok,tanburi_cemil_bey,midi,155.97291666666666,415,2.961983534018937,1.6081527224184071,2.6607183405238626,11.0,10.0,2.996287032970748,True
evic--sarki--aydin--kakulleri_lule--tanburi_mustafa_cavus.mid,symbtr/evic--sarki--aydin--kakulleri_lule--tanburi_mustafa_cavus.mid,evic--sarki--aydin--kakulleri_lule--tanburi_mustafa_cavus,evic,sarki,aydin,kakulleri_lule,tanburi_mustafa_cavus,midi,147.21666666666667,477,2.880403082864772,1.461895576469578,3.240122268764859,11.0,9.0,2.994689221033707,True
evic--sarki--ciftesofyan--ey_suh-i--suyolcuzade_salih_efendi.mid,symbtr/evic--sarki--ciftesofyan--ey_suh-i--suyolcuzade_salih_efendi.mid,evic--sarki--ciftesofyan--ey_suh-i--suyolcuzade_salih_efendi,evic,sarki,ciftesofyan,ey_suh-i,suyolcuzade_salih_efendi,midi,105.46666666666668,451,2.9972169341963606,1.6937334643854527,4.2762326169405815,11.0,10.0,2.966379823279822,True
evic--sarki--devrihindi_ii--otme_ey--rifat_bey.mid,symbtr/evic--sarki--devrihindi_ii--otme_ey--rifat_bey.mid,evic--sarki--devrihindi_ii--otme_ey--rifat_bey,evic,sarki,devrihindi ii,otme_ey,rifat_bey,midi,155.30625,423,2.948874710984824,1.369438128424389,2.723650851140891,11.0,9.0,2.993423286063316,True
evic--sarki--duyek--doguyor_omrume--sadettin_kaynak.mid,symbtr/evic--sarki--duyek--doguyor_omrume--sadettin_kaynak.mid,evic--sarki--duyek--doguyor_omrume--sadettin_kaynak,evic,sarki,duyek,doguyor_omrume,sadettin_kaynak,midi,179.91666666666666,370,3.013328408836312,1.7218676095462593,2.0565076424270496,11.0,10.0,2.9895402555078,True
evic--sarki--senginsemai--lerzan_ediyor--lemi_atli.mid,symbtr/evic--sarki--senginsemai--lerzan_ediyor--lemi_atli.mid,evic--sarki--senginsemai--lerzan_ediyor--lemi_atli,evic,sarki,senginsemai,lerzan_ediyor,lemi_atli,midi,200.00416666666663,486,2.9752450682639155,1.7671505392215046,2.4299493760546658,11.0,9.0,2.996689967885033,True
evic--sarki--sofyan--distan_viran--fahri_kopuz.mid,symbtr/evic--sarki--sofyan--distan_viran--fahri_kopuz.mid,evic--sarki--sofyan--distan_viran--fahri_kopuz,evic,sarki,sofyan,distan_viran,fahri_kopuz,midi,110.65625,376,3.024593202238289,1.5184283268983008,3.397910194860209,11.0,10.0,2.992662508952651,True
evic--sarki--turkaksagi--gozyaslariniz_kalbime--selahaddin_pinar.mid,symbtr/evic--sarki--turkaksagi--gozyaslariniz_kalbime--selahaddin_pinar.mid,evic--sarki--turkaksagi--gozyaslariniz_kalbime--selahaddin_pinar,evic,sarki,turkaksagi,gozyaslariniz_kalbime,selahaddin_pinar,midi,173.0625,430,3.095737544409056,1.063043025521934,2.4846514987360058,11.0,10.0,2.98481216624936,True
evic--sarki--turkaksagi--kalbimde_acilmis--isak_varon.mid,symbtr/evic--sarki--turkaksagi--kalbimde_acilmis--isak_varon.mid,evic--sarki--turkaksagi--kalbimde_acilmis--isak_varon,evic,sarki,turkaksagi,kalbimde_acilmis,isak_varon,midi,220.37708333333333,536,3.0032079308399755,1.6073581356473348,2.432194817594842,11.0,9.0,2.983444510866662,True
evic--sazsemaisi--aksaksemai----muallim_ismail_hakki_bey.mid,symbtr/evic--sazsemaisi--aksaksemai----muallim_ismail_hakki_bey.mid,evic--sazsemaisi--aksaksemai----muallim_ismail_hakki_bey,evic,sazsemaisi,aksaksemai,muallim_ismail_hakki_bey,,midi,352.0,794,2.996181267718101,1.624523719383241,2.2556818181818183,11.0,10.0,2.977231064903526,True
evic--sazsemaisi--aksaksemai----sedat_oztoprak.mid,symbtr/evic--sazsemaisi--aksaksemai----sedat_oztoprak.mid,evic--sazsemaisi--aksaksemai----sedat_oztoprak,evic,sazsemaisi,aksaksemai,sedat_oztoprak,,midi,280.0,677,3.0844410220585736,1.9430216901524704,2.4178571428571427,11.0,11.0,2.988106279155815,True
evic--seyir--devrihindi--1--erol_bingol.mid,symbtr/evic--seyir--devrihindi--1--erol_bingol.mid,evic--seyir--devrihindi--1--erol_bingol,evic,seyir,devrihindi,1,erol_bingol,midi,27.95,76,2.958465162774762,1.44203230840316,2.719141323792486,11.0,8.0,2.985478198656904,True
evic--seyir--semai--1--rauf_yekta.mid,symbtr/evic--seyir--semai--1--rauf_yekta.mid,evic--seyir--semai--1--rauf_yekta,evic,seyir,semai,1,rauf_yekta,midi,48.0,68,2.714630584900334,1.145290827695099,1.4166666666666667,11.0,7.0,2.9898224014056547,True
evic--seyir--sofyan--1--sefik_gurmeric.mid,symbtr/evic--seyir--sofyan--1--sefik_gurmeric.mid,evic--seyir--sofyan--1--sefik_gurmeric,evic,seyir,sofyan,1,sefik_gurmeric,midi,47.9,77,2.9054119004052303,2.0723719530795317,1.6075156576200418,11.0,8.0,2.974670459679741,True
evic--turku--agiraksak--karanfilin_moruna--canakkale.mid,symbtr/evic--turku--agiraksak--karanfilin_moruna--canakkale.mid,evic--turku--agiraksak--karanfilin_moruna--canakkale,evic,turku,agiraksak,karanfilin_moruna,canakkale,midi,130.79375,478,2.8958938702332286,1.2629516742283915,3.654608878482344,11.0,9.0,2.99903915773294,True
evic--turku--aksak--ayagina_giymis--.mid,symbtr/evic--turku--aksak--ayagina_giymis--.mid,evic--turku--aksak--ayagina_giymis--,evic,turku,aksak,ayagina_giymis,,midi,210.0,721,3.0593273027297845,1.1960032538759626,3.433333333333333,11.0,9.0,2.9883792911171154,True
evic--turku--aksak--ey_benim--.mid,symbtr/evic--turku--aksak--ey_benim--.mid,evic--turku--aksak--ey_benim--,evic,turku,aksak,ey_benim,,midi,149.96041666666667,345,2.9331252975135818,1.6277822484292208,2.3006071046526166,11.0,9.0,2.984761536475345,True
evic--turku--aksak--havada_turna--istanbul.mid,symbtr/evic--turku--aksak--havada_turna--istanbul.mid,evic--turku--aksak--havada_turna--istanbul,evic,turku,aksak,havada_turna,istanbul,midi,193.3875,541,2.895020477587993,1.2895166802617375,2.797492081959796,11.0,9.0,2.995129148619581,True
evic--turku--sofyan--guvercin_ucuverdi--.mid,symbtr/evic--turku--sofyan--guvercin_ucuverdi--.mid,evic--turku--sofyan--guvercin_ucuverdi--,evic,turku,sofyan,guvercin_ucuverdi,,midi,196.625,689,2.858617891630695,1.097148054241415,3.5041322314049586,10.0,8.0,2.982175871114759,True
evic_horasani--pesrev--duyek--1--kanuni_mehmed_bey.mid,symbtr/evic_horasani--pesrev--duyek--1--kanuni_mehmed_bey.mid,evic_horasani--pesrev--duyek--1--kanuni_mehmed_bey,evic horasani,pesrev,duyek,1,kanuni_mehmed_bey,midi,208.81458333333333,391,3.0517960271382463,2.0630048387659743,1.872474583711626,11.0,10.0,2.9946546441803346,True
evicbuselik--kupe--agiraksak--o--ahmet_avni_konuk.mid,symbtr/evicbuselik--kupe--agiraksak--o--ahmet_avni_konuk.mid,evicbuselik--kupe--agiraksak--o--ahmet_avni_konuk,evicbuselik,kupe,agiraksak,o,ahmet_avni_konuk,midi,72.0,97,3.0851915786956576,1.0130838825582456,1.3472222222222223,11.0,10.0,2.968353305158127,True
ferahfeza--agirsemai--senginsemai--bir_dilber-i--dede_efendi.mid,symbtr/ferahfeza--agirsemai--senginsemai--bir_dilber-i--dede_efendi.mid,ferahfeza--agirsemai--senginsemai--bir_dilber-i--dede_efendi,ferahfeza,agirsemai,senginsemai,bir_dilber-i,dede_efendi,midi,248.95,545,3.0426666564630382,1.7880063796389534,2.189194617393051,11.0,12.0,2.9883932765476,True
ferahfeza--beste--firengifer--ey_kasi--dede_efendi.mid,symbtr/ferahfeza--beste--firengifer--ey_kasi--dede_efendi.mid,ferahfeza--beste--firengifer--ey_kasi--dede_efendi,ferahfeza,beste,firengifer,ey_kasi,dede_efendi,midi,341.74791666666664,752,3.1439760107045718,1.118694696445968,2.2004523314577638,11.0,11.0,2.996595811128489,True
ferahfeza--kupe--yuruksemai--bir--ahmet_avni_konuk.mid,symbtr/ferahfeza--kupe--yuruksemai--bir--ahmet_avni_konuk.mid,ferahfeza--kupe--yuruksemai--bir--ahmet_avni_konuk,ferahfeza,kupe,yuruksemai,bir,ahmet_avni_konuk,midi,48.0,79,2.925518912324188,1.6725290359629454,1.6458333333333333,11.0,9.0,2.9616534493269278,True
ferahfeza--pesrev--devrikebir----dede_efendi.mid,symbtr/ferahfeza--pesrev--devrikebir----dede_efendi.mid,ferahfeza--pesrev--devrikebir----dede_efendi,ferahfeza,pesrev,devrikebir,dede_efendi,,midi,329.09791666666666,487,3.1402591131372866,1.897862154830817,1.4798027436110073,11.0,11.0,2.995076946519142,True
ferahfeza--pesrev--hafif--son_pesrev--zeki_mehmet_aga.mid,symbtr/ferahfeza--pesrev--hafif--son_pesrev--zeki_mehmet_aga.mid,ferahfeza--pesrev--hafif--son_pesrev--zeki_mehmet_aga,ferahfeza,pesrev,hafif,son_pesrev,zeki_mehmet_aga,midi,479.95,741,2.9217797027664125,1.468162716018608,1.5439108240441712,11.0,10.0,2.999515263071551,True
ferahfeza--pesrev--muhammes----tanburi_cemil_bey.mid,symbtr/ferahfeza--pesrev--muhammes----tanburi_cemil_bey.mid,ferahfeza--pesrev--muhammes----tanburi_cemil_bey,ferahfeza,pesrev,muhammes,tanburi_cemil_bey,,midi,319.99583333333334,652,3.131968021366752,1.4448597989764125,2.037526530293363,11.0,12.0,2.9963326429032846,True
ferahfeza--sarki--aydin--mehtapta_guzel--muallim_ismail_hakki_bey.mid,symbtr/ferahfeza--sarki--aydin--mehtapta_guzel--muallim_ismail_hakki_bey.mid,ferahfeza--sarki--aydin--mehtapta_guzel--muallim_ismail_hakki_bey,ferahfeza,sarki,aydin,mehtapta_guzel,muallim_ismail_hakki_bey,midi,180.0,349,3.006782868841768,1.461875622126419,1.9388888888888889,11.0,11.0,2.9986049839599493,True
ferahfeza--sarki--raksaksagi--erdi_bahar--muallim_ismail_hakki_bey.mid,symbtr/ferahfeza--sarki--raksaksagi--erdi_bahar--muallim_ismail_hakki_bey.mid,ferahfeza--sarki--raksaksagi--erdi_bahar--muallim_ismail_hakki_bey,ferahfeza,sarki,raksaksagi,erdi_bahar,muallim_ismail_hakki_bey,midi,102.7,217,2.837542785434856,1.4053957842453493,2.112950340798442,10.0,9.0,2.997656043968943,True
ferahfeza--sarki--semai--bulbul-i_hos_neva--dede_efendi.mid,symbtr/ferahfeza--sarki--semai--bulbul-i_hos_neva--dede_efendi.mid,ferahfeza--sarki--semai--bulbul-i_hos_neva--dede_efendi,ferahfeza,sarki,semai,bulbul-i_hos_neva,dede_efendi,midi,152.59375,303,2.9929099884299424,1.7106305286699366,1.9856645504812616,11.0,10.0,2.9300471308854013,True
ferahfeza--sarki--yuruksemai_ii--dinlendi_basim--lemi_atli.mid,symbtr/ferahfeza--sarki--yuruksemai_ii--dinlendi_basim--lemi_atli.mid,ferahfeza--sarki--yuruksemai_ii--dinlendi_basim--lemi_atli,ferahfeza,sarki,yuruksemai ii,dinlendi_basim,lemi_atli,midi,285.95,867,3.0196988998269028,1.5560687428997564,3.031998601154048,11.0,11.0,2.9785670044439745,True
ferahfeza--sazsemaisi--aksaksemai----serif_muhittin_targan.mid,symbtr/ferahfeza--sazsemaisi--aksaksemai----serif_muhittin_targan.mid,ferahfeza--sazsemaisi--aksaksemai----serif_muhittin_targan,ferahfeza,sazsemaisi,aksaksemai,serif_muhittin_targan,,midi,336.0,854,2.945417910407544,1.4126600242968976,2.5416666666666665,11.0,11.0,2.9954017918964846,True
ferahfeza--sazsemaisi--aksaksemai----tanburi_cemil_bey.mid,symbtr/ferahfeza--sazsemaisi--aksaksemai----tanburi_cemil_bey.mid,ferahfeza--sazsemaisi--aksaksemai----tanburi_cemil_bey,ferahfeza,sazsemaisi,aksaksemai,tanburi_cemil_bey,,midi,350.7708333333333,954,3.10800009443603,1.43159579991653,2.7197244164637406,11.0,12.0,2.9864966623704063,True
ferahfeza--seyir--semai--1--rauf_yekta.mid,symbtr/ferahfeza--seyir--semai--1--rauf_yekta.mid,ferahfeza--seyir--semai--1--rauf_yekta,ferahfeza,seyir,semai,1,rauf_yekta,midi,48.0,72,2.9206947071766285,1.010553417379939,1.5,11.0,9.0,2.9955380299201044,True
ferahfeza--seyir--sofyan--1--erol_bingol.mid,symbtr/ferahfeza--seyir--sofyan--1--erol_bingol.mid,ferahfeza--seyir--sofyan--1--erol_bingol,ferahfeza,seyir,sofyan,1,erol_bingol,midi,63.9,97,2.906333206563961,1.6024772951046913,1.517996870109546,11.0,9.0,2.9969922788527312,True
ferahfeza--seyir--sofyan--1--sefik_gurmeric.mid,symbtr/ferahfeza--seyir--sofyan--1--sefik_gurmeric.mid,ferahfeza--seyir--sofyan--1--sefik_gurmeric,ferahfeza,seyir,sofyan,1,sefik_gurmeric,midi,63.9,91,2.9459074406858883,1.3185618336078548,1.4241001564945228,11.0,10.0,2.985241801428506,True
ferahfeza--seyir--sofyan--2--sefik_gurmeric.mid,symbtr/ferahfeza--seyir--sofyan--2--sefik_gurmeric.mid,ferahfeza--seyir--sofyan--2--sefik_gurmeric,ferahfeza,seyir,sofyan,2,sefik_gurmeric,midi,79.8,118,3.0081861707488886,1.2896599670890767,1.4786967418546366,11.0,10.0,2.990531043774695,True
ferahfeza--yuruksemai--yuruksemai--bu_gece_ben--dede_efendi.mid,symbtr/ferahfeza--yuruksemai--yuruksemai--bu_gece_ben--dede_efendi.mid,ferahfeza--yuruksemai--yuruksemai--bu_gece_ben--dede_efendi,ferahfeza,yuruksemai,yuruksemai,bu_gece_ben,dede_efendi,midi,317.7916666666667,673,3.0066674772690685,1.509041062278041,2.117739609282811,11.0,12.0,2.99420393764417,True
ferahfeza--yuruksemai--yuruksemai_ii--son_yuruksemai--zeki_mehmet_aga.mid,symbtr/ferahfeza--yuruksemai--yuruksemai_ii--son_yuruksemai--zeki_mehmet_aga.mid,ferahfeza--yuruksemai--yuruksemai_ii--son_yuruksemai--zeki_mehmet_aga,ferahfeza,yuruksemai,yuruksemai ii,son_yuruksemai,zeki_mehmet_aga,midi,44.5,139,2.710149047290653,1.2508126064483112,3.1235955056179776,10.0,8.0,2.970732290849384,True
ferahnak--kupe--evfer--ol--ahmet_avni_konuk.mid,symbtr/ferahnak--kupe--evfer--ol--ahmet_avni_konuk.mid,ferahnak--kupe--evfer--ol--ahmet_avni_konuk,ferahnak,kupe,evfer,ol,ahmet_avni_konuk,midi,60.0,96,2.9050745696286366,1.8760051199762684,1.6,10.0,8.0,2.9747224164282127,True
ferahnak--pesrev--zencir----zeki_mehmet_aga.mid,symbtr/ferahnak--pesrev--zencir----zeki_mehmet_aga.mid,ferahnak--pesrev--zencir----zeki_mehmet_aga,ferahnak,pesrev,zencir,zeki_mehmet_aga,,midi,399.9583333333333,741,2.9217797027664125,1.468162716018608,1.8526929888530057,11.0,10.0,2.999515263071551,True
ferahnak--sarki--agir_aksaksemai--ey_sah-i--sakir_aga.mid,symbtr/ferahnak--sarki--agir_aksaksemai--ey_sah-i--sakir_aga.mid,ferahnak--sarki--agir_aksaksemai--ey_sah-i--sakir_aga,ferahnak,sarki,agir aksaksemai,ey_sah-i,sakir_aga,midi,178.54791666666668,387,2.8660356653074133,1.3748901731138865,2.1674853855757674,11.0,10.0,2.9901431415111888,True
ferahnak--sarki--aksak--ben_muptela--dede_efendi.mid,symbtr/ferahnak--sarki--aksak--ben_muptela--dede_efendi.mid,ferahnak--sarki--aksak--ben_muptela--dede_efendi,ferahnak,sarki,aksak,ben_muptela,dede_efendi,midi,221.75833333333333,457,3.112920842511492,1.558480229774886,2.0608019240163844,11.0,11.0,2.998630319264062,True
ferahnak--sarki--aksak--bir_nigahin--tanburi_cemil_bey.mid,symbtr/ferahnak--sarki--aksak--bir_nigahin--tanburi_cemil_bey.mid,ferahnak--sarki--aksak--bir_nigahin--tanburi_cemil_bey,ferahnak,sarki,aksak,bir_nigahin,tanburi_cemil_bey,midi,257.925,493,3.078834057843135,1.940741144908064,1.9114083551419985,11.0,11.0,2.958838243258365,True
ferahnak--sarki--aksak--gozlerinden_dokulen--gulen_ertek.mid,symbtr/ferahnak--sarki--aksak--gozlerinden_dokulen--gulen_ertek.mid,ferahnak--sarki--aksak--gozlerinden_dokulen--gulen_ertek,ferahnak,sarki,aksak,gozlerinden_dokulen,gulen_ertek,midi,135.0,337,2.938034371330855,1.3076979413185534,2.4962962962962965,11.0,9.0,2.9928139714502078,True
ferahnak--sarki--duyek--sinede_yarem--hamparsum.mid,symbtr/ferahnak--sarki--duyek--sinede_yarem--hamparsum.mid,ferahnak--sarki--duyek--sinede_yarem--hamparsum,ferahnak,sarki,duyek,sinede_yarem,hamparsum,midi,142.26041666666666,196,2.815155828671059,1.6719999423957388,1.377754997437212,11.0,8.0,2.9954259145829134,True
ferahnak--sarki--semai--ruhumda_bahar--artaki_candan.mid,symbtr/ferahnak--sarki--semai--ruhumda_bahar--artaki_candan.mid,ferahnak--sarki--semai--ruhumda_bahar--artaki_candan,ferahnak,sarki,semai,ruhumda_bahar,artaki_candan,midi,185.67916666666667,333,2.8801736863662186,1.7661141411382897,1.7934160626528737,11.0,9.0,2.977226697680191,True
ferahnak--sarki--senginsemai--askinla_harab--artaki_candan.mid,symbtr/ferahnak--sarki--senginsemai--askinla_harab--artaki_candan.mid,ferahnak--sarki--senginsemai--askinla_harab--artaki_candan,ferahnak,sarki,senginsemai,askinla_harab,artaki_candan,midi,196.15416666666667,382,3.1844719777007784,2.1045901141979657,1.9474477982879117,11.0,11.0,2.984485725438315,True
ferahnak--sazsemaisi--aksaksemai----leon_hanciyan.mid,symbtr/ferahnak--sazsemaisi--aksaksemai----leon_hanciyan.mid,ferahnak--sazsemaisi--aksaksemai----leon_hanciyan,ferahnak,sazsemaisi,aksaksemai,leon_hanciyan,,midi,296.20416666666665,409,3.1325136076855875,2.1183414607598734,1.380804343850666,11.0,12.0,2.868356368565673,True
ferahnak--seyir--duyek--1--sefik_gurmeric.mid,symbtr/ferahnak--seyir--duyek--1--sefik_gurmeric.mid,ferahnak--seyir--duyek--1--sefik_gurmeric,ferahnak,seyir,duyek,1,sefik_gurmeric,midi,63.9,109,2.8950174452590245,1.798131395675739,1.705790297339593,11.0,10.0,2.988424638950238,True
ferahnak--seyir--semai--1--rauf_yekta.mid,symbtr/ferahnak--seyir--semai--1--rauf_yekta.mid,ferahnak--seyir--semai--1--rauf_yekta,ferahnak,seyir,semai,1,rauf_yekta,midi,48.0,70,2.76933457089064,1.4687895823043982,1.4583333333333333,10.0,7.0,2.986666399315875,True
ferahnak--seyir--sofyan--1--erol_bingol.mid,symbtr/ferahnak--seyir--sofyan--1--erol_bingol.mid,ferahnak--seyir--sofyan--1--erol_bingol,ferahnak,seyir,sofyan,1,erol_bingol,midi,31.9,49,2.9527855948781867,1.3036487187815635,1.536050156739812,11.0,9.0,2.9789661636981624,True
ferahnak--turku--duyek--mapusane_icinde--bartin.mid,symbtr/ferahnak--turku--duyek--mapusane_icinde--bartin.mid,ferahnak--turku--duyek--mapusane_icinde--bartin,ferahnak,turku,duyek,mapusane_icinde,bartin,midi,189.83333333333331,367,2.7860454489683506,1.1638618920308186,1.9332748024582969,11.0,8.0,2.999531183463133,True
ferahnak--yuruksemai--yuruksemai--bir_dilbere--sakir_aga.mid,symbtr/ferahnak--yuruksemai--yuruksemai--bir_dilbere--sakir_aga.mid,ferahnak--yuruksemai--yuruksemai--bir_dilbere--sakir_aga,ferahnak,yuruksemai,yuruksemai,bir_dilbere,sakir_aga,midi,157.79166666666666,375,2.9026563620577823,2.3053727392377987,2.3765513599155006,11.0,10.0,2.9874968182579003,True
ferahnak--yuruksemai--yuruksemai_ii--sensiz_cihanda--zekai_dede.mid,symbtr/ferahnak--yuruksemai--yuruksemai_ii--sensiz_cihanda--zekai_dede.mid,ferahnak--yuruksemai--yuruksemai_ii--sensiz_cihanda--zekai_dede,ferahnak,yuruksemai,yuruksemai ii,sensiz_cihanda,zekai_dede,midi,174.95,391,2.9266894921631827,1.947235305157479,2.2349242640754503,11.0,11.0,2.9900772349314204,True
ferahnakasiran--ilahi--bektasiraksievferi--buralarda_cok--fethi_karamahmutoglu.mid,symbtr/ferahnakasiran--ilahi--bektasiraksievferi--buralarda_cok--fethi_karamahmutoglu.mid,ferahnakasiran--ilahi--bektasiraksievferi--buralarda_cok--fethi_karamahmutoglu,ferahnakasiran,ilahi,bektasiraksievferi,buralarda_cok,fethi_karamahmutoglu,midi,55.66875,107,2.898707659383778,1.5458909684952773,1.9220837543505107,11.0,8.0,2.9990605527041807,True
ferahnakasiran--pesrev--devrikebir----cuneyd_kosal.mid,symbtr/ferahnakasiran--pesrev--devrikebir----cuneyd_kosal.mid,ferahnakasiran--pesrev--devrikebir----cuneyd_kosal,ferahnakasiran,pesrev,devrikebir,cuneyd_kosal,,midi,159.82083333333333,315,2.9734100729240325,1.1137553181668196,1.9709570612925933,11.0,11.0,2.999077554090265,True
ferahnuma--sarki--curcuna--guzel_kiz--huseyin_sadettin_arel.mid,symbtr/ferahnuma--sarki--curcuna--guzel_kiz--huseyin_sadettin_arel.mid,ferahnuma--sarki--curcuna--guzel_kiz--huseyin_sadettin_arel,ferahnuma,sarki,curcuna,guzel_kiz,huseyin_sadettin_arel,midi,117.62916666666666,177,3.228698233924319,1.670083970938251,1.5047288441783857,11.0,11.0,2.985443692273502,True
ferahnuma--seyir--sofyan--1--erol_bingol.mid,symbtr/ferahnuma--seyir--sofyan--1--erol_bingol.mid,ferahnuma--seyir--sofyan--1--erol_bingol,ferahnuma,seyir,sofyan,1,erol_bingol,midi,31.9,41,2.75951527547122,1.5715963851397556,1.2852664576802508,10.0,7.0,2.977068556907996,True
ferahnuma--turku--aksak--kiz_bahcende--kastamonu.mid,symbtr/ferahnuma--turku--aksak--kiz_bahcende--kastamonu.mid,ferahnuma--turku--aksak--kiz_bahcende--kastamonu,ferahnuma,turku,aksak,kiz_bahcende,kastamonu,midi,211.75625,680,2.702987463778686,1.758089762457664,3.211239337681887,10.0,8.0,2.994054644110423,True
ferahnuma--turku--sofyan--bulguru_kaynatirlar--ankara.mid,symbtr/ferahnuma--turku--sofyan--bulguru_kaynatirlar--ankara.mid,ferahnuma--turku--sofyan--bulguru_kaynatirlar--ankara,ferahnuma,turku,sofyan,bulguru_kaynatirlar,ankara,midi,373.3125,986,2.8918329282002078,1.5542025859362147,2.6412188180143983,11.0,9.0,2.984965658309413,True
gerdaniye--kupe--duyek--perde-i--ahmet_avni_konuk.mid,symbtr/gerdaniye--kupe--duyek--perde-i--ahmet_avni_konuk.mid,gerdaniye--kupe--duyek--perde-i--ahmet_avni_konuk,gerdaniye,kupe,duyek,perde-i,ahmet_avni_konuk,midi,64.0,93,2.988257300255223,1.3201140125542563,1.453125,11.0,9.0,2.9870794507738627,True
gerdaniye--oyunhavasi--devrituran--bulut_gelir--.mid,symbtr/gerdaniye--oyunhavasi--devrituran--bulut_gelir--.mid,gerdaniye--oyunhavasi--devrituran--bulut_gelir--,gerdaniye,oyunhavasi,devrituran,bulut_gelir,,midi,94.00833333333334,315,2.803271898924013,0.8577139339398573,3.3507667759950355,11.0,8.0,2.9894687825075863,True
gerdaniye--rumeliturkusu--dolap--kirimdan_gelirim--rumeli.mid,symbtr/gerdaniye--rumeliturkusu--dolap--kirimdan_gelirim--rumeli.mid,gerdaniye--rumeliturkusu--dolap--kirimdan_gelirim--rumeli,gerdaniye,rumeliturkusu,dolap,kirimdan_gelirim,rumeli,midi,104.28958333333334,302,2.959009970688325,1.2253140147893489,2.895782976088216,11.0,10.0,2.983772367649728,True
gerdaniye--sarki--duyek--yar_ayrilik--sadettin_kaynak.mid,symbtr/gerdaniye--sarki--duyek--yar_ayrilik--sadettin_kaynak.mid,gerdaniye--sarki--duyek--yar_ayrilik--sadettin_kaynak,gerdaniye,sarki,duyek,yar_ayrilik,sadettin_kaynak,midi,307.68541666666664,453,2.8419200600116112,1.131894826616057,1.472282973004083,11.0,8.0,2.998375165940157,True
